1139:377:4:"2000-11-22 08:29:17"
4570:3147:4:"2000-07-24 22:07:29"
4344:512:3:"2000-08-16 21:49:05"
4268:919:5:"2000-08-03 13:41:19"
5557:1304:4:"2000-05-27 17:20:54"
4345:447:3:"2000-08-16 16:24:26"
4022:3704:3:"2000-08-06 02:15:46"
5568:60:2:"2000-05-26 05:11:36"
264:954:5:"2000-12-13 18:59:19"
922:1267:5:"2000-11-26 04:32:35"
929:608:3:"2000-11-25 23:14:01"
2233:3174:4:"2000-11-19 02:28:27"
4984:3668:2:"2000-07-03 05:27:27"
4946:3467:4:"2000-07-07 21:45:35"
6040:1947:4:"2001-08-10 16:33:56"
4217:1711:4:"2000-08-03 18:17:59"
4354:599:5:"2000-08-02 08:43:04"
157:2243:3:"2000-12-19 19:16:54"
2141:524:5:"2000-11-19 13:22:50"
1267:2105:1:"2000-11-21 18:25:33"
3979:610:5:"2000-08-07 07:45:33"
721:1200:3:"2000-12-10 17:17:39"
275:1225:5:"2000-12-12 04:33:53"
3253:947:4:"2000-09-07 01:47:33"
4131:3487:3:"2000-08-04 03:02:27"
3832:527:4:"2000-08-10 19:11:35"
3374:2336:4:"2000-08-30 04:17:05"
3539:2106:4:"2000-08-22 09:38:23"
5911:2433:4:"2000-05-05 00:33:05"
1941:2367:3:"2000-11-22 00:57:20"
5368:608:4:"2000-06-08 22:45:30"
42:3421:4:"2000-12-28 23:15:47"
5141:160:3:"2000-06-26 20:14:41"
4973:3501:4:"2000-07-03 08:46:34"
3804:2700:5:"2000-08-11 06:57:25"
4451:318:5:"2000-08-01 02:55:09"
5734:1639:3:"2001-02-01 20:23:06"
5091:1500:4:"2000-06-30 20:43:59"
1489:1258:3:"2000-11-20 23:33:57"
2402:2688:3:"2000-11-15 04:59:35"
352:3396:4:"2000-12-09 02:36:40"
3146:3186:4:"2000-09-14 23:19:23"
1587:1183:4:"2000-11-20 17:45:48"
5264:288:1:"2000-06-18 20:57:03"
4213:2023:4:"2000-08-09 18:49:06"
3823:2028:5:"2000-08-10 23:56:24"
1151:442:3:"2000-11-22 06:24:33"
225:1884:2:"2000-12-14 23:34:48"
1812:382:5:"2000-11-20 08:54:18"
5624:2944:3:"2000-05-23 15:36:15"
1890:2571:4:"2001-02-20 05:49:41"
1710:1566:5:"2001-03-04 23:53:38"
5100:3606:5:"2000-07-04 14:55:24"
3665:2080:5:"2000-11-11 01:37:17"
5970:457:4:"2000-04-28 23:48:02"
5712:1261:5:"2000-05-16 23:27:21"
2188:433:3:"2000-11-19 05:52:36"
2667:914:4:"2000-11-05 18:37:10"
3655:653:4:"2000-08-16 20:59:12"
955:1320:1:"2000-11-25 07:05:34"
5676:1500:3:"2000-05-18 20:58:17"
889:3263:2:"2000-11-26 16:11:20"
4277:32:4:"2000-08-03 10:21:48"
195:2628:3:"2001-04-07 04:02:32"
3189:3841:3:"2000-09-11 11:45:41"
496:1732:5:"2000-12-07 19:33:13"
2258:1258:4:"2000-11-19 00:42:29"
3333:2322:2:"2000-09-02 02:36:45"
5749:2439:5:"2000-07-06 02:28:19"
1671:581:4:"2000-11-20 10:48:52"
2327:10:3:"2000-11-17 04:42:22"
101:2872:5:"2000-12-23 14:29:08"
3715:196:3:"2000-08-14 17:13:31"
881:1060:2:"2000-11-26 19:15:30"
695:1246:4:"2000-11-30 17:38:52"
3677:1278:4:"2000-08-15 20:23:40"
5974:2237:4:"2000-04-28 20:30:58"
3951:485:3:"2000-08-07 22:08:27"
4559:1961:4:"2000-07-25 08:24:55"
3824:3684:3:"2000-08-10 22:47:40"
4802:2672:4:"2001-12-13 15:31:32"
3841:2903:3:"2000-08-11 15:43:46"
4676:1189:5:"2000-07-16 07:06:44"
4028:2788:5:"2000-08-12 21:01:16"
733:515:5:"2000-11-29 08:19:27"
4420:357:4:"2000-08-01 11:33:07"
2643:1645:3:"2000-11-07 04:20:41"
3491:2355:4:"2000-08-23 23:34:58"
4344:1059:3:"2000-08-02 17:31:11"
5287:3219:3:"2000-06-15 18:45:46"
3217:509:5:"2000-09-12 20:03:51"
109:364:4:"2000-12-22 21:28:46"
1120:157:4:"2000-11-22 18:10:51"
4227:2291:2:"2000-08-03 17:40:39"
1311:2701:2:"2000-11-21 07:13:12"
4107:1215:5:"2000-08-05 14:13:34"
951:3114:5:"2000-11-25 08:37:59"
1492:2321:4:"2000-11-20 21:00:03"
2481:3873:5:"2000-11-13 22:50:53"
4505:3101:5:"2000-07-30 23:31:22"
817:1357:4:"2000-11-28 06:08:21"
2652:818:1:"2000-11-06 19:20:34"
5342:1094:1:"2000-06-11 02:28:32"
2116:3624:4:"2000-11-19 16:31:12"
711:492:4:"2000-12-16 20:01:05"
4502:2716:4:"2000-08-01 04:22:41"
1260:3480:4:"2001-10-25 21:49:27"
4808:2989:3:"2000-07-08 07:54:13"
5824:648:2:"2000-05-10 16:05:52"
1587:2132:4:"2000-11-20 17:13:34"
3002:2700:4:"2002-10-09 20:38:55"
3808:788:3:"2000-08-11 06:39:04"
3971:440:3:"2000-09-30 06:10:33"
4033:3243:2:"2000-08-06 00:11:14"
370:1198:5:"2000-12-08 21:27:46"
4898:1228:5:"2000-07-04 14:19:47"
2247:593:5:"2002-09-04 19:43:24"
1239:1:5:"2000-11-21 19:53:37"
3592:2531:2:"2001-09-26 05:27:29"
2557:1617:4:"2000-11-12 01:46:35"
5862:1876:5:"2000-05-07 05:35:49"
3361:2478:4:"2000-08-31 03:37:53"
392:1476:4:"2000-12-08 20:48:08"
4592:2918:5:"2000-07-22 23:29:47"
2152:188:2:"2000-11-19 08:49:11"
2380:915:4:"2002-01-28 21:34:19"
429:2291:4:"2000-12-08 07:51:39"
5875:1049:2:"2000-05-06 00:27:23"
2158:1389:3:"2000-11-19 08:11:38"
5931:3489:3:"2000-05-02 02:24:56"
224:1186:3:"2000-12-14 23:44:05"
1748:1041:3:"2001-03-24 10:58:37"
4213:1584:3:"2000-08-10 19:08:19"
4578:3081:4:"2000-07-23 23:35:30"
2312:3698:3:"2000-11-17 18:57:59"
4219:316:4:"2000-08-03 17:28:09"
3272:31:3:"2000-10-11 11:08:58"
2905:3175:5:"2000-10-18 05:25:35"
1920:368:4:"2000-11-21 04:18:59"
4855:2860:3:"2000-07-06 03:55:47"
5121:2718:4:"2000-06-29 02:32:20"
3519:1954:3:"2000-09-07 20:10:23"
1053:3386:3:"2000-11-23 05:15:48"
5664:2294:5:"2000-05-19 21:39:58"
4022:2640:3:"2000-08-06 02:13:56"
5854:1597:4:"2000-05-08 02:46:04"
5828:325:1:"2000-05-09 19:32:11"
531:2431:2:"2001-01-04 23:13:27"
1369:2450:1:"2002-02-23 09:14:42"
1587:2072:1:"2000-11-20 17:07:38"
735:742:3:"2000-12-01 19:26:54"
482:1807:4:"2001-10-03 06:43:02"
2589:2337:2:"2000-11-10 14:52:28"
4329:2058:4:"2000-08-02 21:21:52"
3402:3157:3:"2000-08-31 15:51:13"
3597:3063:3:"2000-08-18 22:12:49"
5483:1396:4:"2000-06-01 22:04:19"
475:3740:4:"2000-12-07 21:42:29"
5718:357:5:"2000-05-16 22:52:02"
2089:527:4:"2000-11-19 18:13:41"
2263:3421:5:"2000-11-18 23:06:24"
4688:953:5:"2000-07-15 18:32:29"
3229:2959:4:"2000-09-08 07:57:46"
3884:1101:2:"2000-08-09 12:04:44"
4916:2155:1:"2000-07-04 04:06:31"
3713:2108:3:"2000-08-14 18:29:00"
189:175:5:"2000-12-17 05:52:57"
3289:924:4:"2000-09-04 20:57:35"
1955:2428:3:"2000-11-20 03:45:10"
1356:1965:5:"2000-11-21 02:33:19"
1753:1917:4:"2000-11-20 08:00:42"
2051:1721:3:"2000-11-19 20:48:40"
4072:2130:4:"2000-08-05 07:19:30"
825:1204:2:"2000-11-28 02:43:33"
5677:296:3:"2000-05-21 18:47:40"
5686:1194:2:"2000-05-18 01:21:39"
528:487:3:"2000-12-10 02:01:08"
2468:62:5:"2000-11-14 01:16:56"
1033:714:5:"2000-11-23 17:36:28"
1620:1466:3:"2000-11-20 15:09:41"
5733:1923:5:"2000-05-30 02:33:55"
1980:1269:5:"2000-11-20 02:44:49"
1241:3507:5:"2001-01-10 04:46:26"
5098:3788:4:"2000-06-30 15:07:40"
4831:1080:5:"2000-07-06 18:54:49"
1340:15:1:"2000-11-21 05:12:04"
5147:858:4:"2000-06-26 14:31:37"
1748:2935:3:"2000-11-20 09:49:44"
1605:2422:2:"2000-11-28 05:03:29"
1920:3671:4:"2000-11-20 15:06:26"
1457:1393:4:"2001-03-02 02:46:16"
3414:2000:5:"2000-08-28 19:51:41"
1211:1073:5:"2000-12-13 02:37:11"
5537:1104:5:"2000-05-29 04:26:00"
706:1834:4:"2000-11-30 01:22:22"
2497:222:4:"2000-11-13 05:48:07"
1980:1848:3:"2000-11-20 02:52:31"
5916:28:3:"2000-05-03 15:11:06"
5367:3710:2:"2000-06-08 23:44:17"
533:2792:4:"2000-12-07 21:24:01"
3285:1916:5:"2000-09-05 03:51:23"
2077:2141:3:"2001-01-20 08:24:48"
3821:3952:2:"2001-03-13 22:36:48"
5511:1831:2:"2000-05-30 21:52:08"
3720:365:3:"2000-08-14 13:59:10"
809:2399:3:"2000-11-28 07:44:40"
2604:296:3:"2000-11-10 12:54:20"
284:442:2:"2000-12-11 23:43:09"
58:2701:3:"2000-12-27 19:39:22"
2102:1220:2:"2000-11-19 17:58:42"
5643:2942:2:"2000-07-04 21:48:49"
5682:1824:5:"2000-05-22 05:01:08"
3292:2138:3:"2000-09-04 22:30:19"
3483:3201:5:"2000-08-24 00:33:15"
5283:454:3:"2000-06-15 21:04:24"
6013:2562:5:"2000-05-11 20:07:24"
3026:2926:2:"2000-10-02 06:41:04"
156:916:4:"2000-12-19 19:45:31"
3371:1031:4:"2000-08-30 21:30:36"
533:435:1:"2000-12-07 20:59:09"
5412:2336:4:"2000-06-06 00:31:53"
4436:3578:4:"2000-08-01 04:27:15"
854:144:3:"2000-11-27 20:08:52"
3352:3344:3:"2000-08-31 19:52:36"
1184:122:2:"2000-11-22 02:24:19"
5481:2959:4:"2000-07-03 04:15:18"
2400:1997:3:"2000-11-15 05:30:46"
3241:3813:2:"2000-09-07 19:18:26"
931:2919:3:"2000-11-25 23:13:17"
4418:3911:4:"2002-04-07 00:42:10"
4329:940:4:"2000-08-02 20:50:57"
3389:616:2:"2000-08-29 03:52:37"
2765:2105:3:"2000-11-02 02:45:39"
2997:317:3:"2000-10-04 20:53:45"
791:3253:5:"2001-02-10 02:36:24"
1202:3633:3:"2002-12-29 05:38:09"
931:199:3:"2000-11-25 22:54:02"
605:454:4:"2000-12-03 20:05:28"
4089:2470:4:"2000-08-06 06:40:17"
4861:3897:4:"2000-10-12 06:38:12"
240:1265:3:"2000-12-14 01:54:41"
1184:1330:3:"2000-11-22 02:31:43"
4952:1635:4:"2000-07-03 17:40:47"
4968:913:5:"2000-07-03 08:45:50"
5136:1093:3:"2000-06-27 09:44:05"
4810:2987:2:"2000-07-07 03:52:55"
5128:3682:4:"2000-07-01 09:02:48"
3254:2858:4:"2000-09-07 01:04:58"
4169:2553:4:"2000-10-15 05:07:57"
5205:1407:5:"2000-06-22 04:10:25"
1606:1551:3:"2000-11-20 15:34:08"
1422:2991:4:"2000-12-06 22:27:06"
284:1028:3:"2000-12-11 23:13:33"
3762:1340:5:"2000-08-16 15:59:28"
5494:202:2:"2000-06-01 00:32:27"
1925:3355:3:"2002-07-06 16:28:33"
2541:2292:2:"2000-11-12 18:10:40"
4210:1373:3:"2000-08-03 18:31:15"
272:2193:5:"2000-12-13 09:08:42"
5599:2812:3:"2000-05-25 02:42:26"
1613:1921:4:"2000-11-20 15:55:07"
4491:112:5:"2000-07-31 04:10:02"
720:2840:3:"2000-11-29 21:17:41"
3450:1473:3:"2000-08-26 00:56:07"
2472:3176:3:"2000-12-16 23:49:04"
4122:1127:4:"2000-08-04 04:35:59"
206:1544:5:"2000-12-16 00:00:09"
999:2881:3:"2000-11-24 07:06:35"
2123:1951:3:"2000-11-19 15:42:07"
1828:3869:3:"2000-11-20 07:12:59"
4523:1797:5:"2000-07-28 21:30:04"
1760:2506:4:"2000-11-20 07:58:28"
3808:3384:3:"2000-08-11 05:08:48"
1317:1947:4:"2000-11-26 05:25:33"
2030:3360:4:"2000-11-22 22:56:06"
421:11:5:"2000-12-08 14:33:42"
4478:3819:4:"2002-06-27 23:45:44"
2223:3219:4:"2000-11-19 03:59:12"
1778:3444:4:"2000-11-30 10:32:12"
5467:3508:4:"2000-06-02 22:30:31"
1093:3635:2:"2000-11-22 22:49:31"
5881:1190:4:"2000-05-05 17:30:50"
3999:3153:3:"2000-08-06 16:41:57"
4592:1690:1:"2000-07-22 23:12:15"
5689:1401:3:"2000-08-02 03:00:35"
718:2795:5:"2000-11-30 10:11:26"
4900:3147:5:"2000-07-04 07:06:49"
3365:719:3:"2000-08-30 21:57:27"
216:2291:2:"2000-12-15 09:59:57"
1472:3793:3:"2000-11-21 01:50:43"
5547:1580:3:"2000-05-28 03:45:36"
3148:296:5:"2000-09-15 07:25:26"
3292:500:3:"2000-09-05 06:13:21"
413:36:5:"2000-12-08 15:48:04"
4153:2006:5:"2000-08-03 23:49:57"
2503:1376:3:"2000-11-13 04:03:43"
5308:3451:4:"2000-06-14 00:17:34"
3674:1258:5:"2000-08-15 20:55:41"
3201:1270:5:"2000-09-11 00:06:18"
3849:2532:2:"2000-08-10 05:52:38"
638:2987:5:"2000-12-02 05:35:07"
156:930:4:"2000-12-19 19:47:43"
3301:1331:4:"2000-09-04 04:27:57"
4890:3707:2:"2000-07-04 21:23:26"
3311:1405:5:"2000-09-03 07:33:22"
4725:231:2:"2000-07-12 07:15:25"
3159:1711:4:"2000-09-15 06:05:53"
6033:380:5:"2000-04-26 03:54:42"
1470:101:2:"2000-11-21 21:30:09"
5289:2752:3:"2000-06-20 16:23:16"
1671:907:3:"2000-11-20 10:56:52"
4141:2908:5:"2000-08-04 03:07:32"
169:3250:4:"2000-12-19 05:14:19"
4725:1888:3:"2000-07-12 06:54:31"
26:2822:3:"2000-12-30 02:54:48"
1475:866:1:"2000-11-20 22:21:38"
3217:3267:3:"2000-09-12 19:39:05"
3305:292:4:"2000-09-03 19:29:19"
4522:3747:2:"2001-01-31 01:39:56"
3539:523:3:"2000-08-22 10:19:46"
2232:2058:4:"2000-11-19 02:39:23"
1680:291:2:"2000-11-21 23:13:17"
5194:1147:5:"2000-06-22 20:15:06"
1889:3141:3:"2001-05-05 20:48:42"
2211:949:4:"2000-11-19 05:12:48"
1643:2951:4:"2000-11-20 11:11:38"
550:2111:3:"2000-12-07 06:26:34"
2330:1199:2:"2000-11-17 03:56:24"
3547:1129:4:"2000-08-22 04:51:07"
570:17:3:"2000-12-05 08:14:58"
1845:446:5:"2000-11-20 09:51:02"
877:741:5:"2000-11-26 20:50:55"
3208:231:5:"2000-09-10 05:16:50"
5767:1129:4:"2000-05-23 06:38:20"
461:3578:5:"2000-12-08 00:09:56"
3499:1858:4:"2000-08-23 04:07:12"
4682:1449:5:"2001-08-23 05:15:44"
1726:1562:1:"2000-11-20 10:20:16"
5954:2146:3:"2000-05-07 15:04:59"
4311:2051:2:"2000-08-03 01:20:01"
3557:2529:5:"2000-08-20 23:57:42"
881:3483:2:"2002-02-21 18:56:29"
5007:720:5:"2000-07-03 02:53:48"
1159:3702:3:"2000-11-22 04:39:26"
3278:2935:5:"2000-10-15 17:03:19"
2073:3615:1:"2000-11-19 19:13:49"
1486:3615:3:"2000-11-20 22:45:42"
2537:1090:3:"2000-11-12 19:33:42"
274:2581:3:"2000-12-12 05:03:06"
5260:3424:4:"2000-06-17 01:54:07"
1613:3252:5:"2000-11-20 16:00:49"
5522:3700:3:"2000-06-04 05:27:47"
4207:168:4:"2000-08-03 20:21:30"
2344:3827:4:"2000-11-16 23:32:06"
4279:382:3:"2000-08-03 08:37:30"
5289:2734:3:"2000-06-15 17:17:22"
5831:2822:3:"2002-06-14 19:13:42"
862:1247:3:"2000-12-25 05:34:10"
4390:2723:2:"2000-08-01 22:44:07"
3942:2815:1:"2000-08-20 04:37:47"
424:1957:5:"2001-11-12 20:20:16"
4687:3198:5:"2000-07-15 04:40:21"
4234:858:5:"2000-08-03 21:58:37"
1347:223:5:"2000-11-21 03:09:56"
1894:300:4:"2000-11-20 05:14:20"
695:2739:5:"2000-11-30 17:38:05"
169:2021:2:"2000-12-19 08:22:24"
5256:2539:2:"2000-06-18 05:27:02"
3618:3584:3:"2000-08-18 13:43:32"
4285:2530:3:"2000-08-03 08:16:39"
4489:180:4:"2001-02-27 21:01:28"
5964:2804:5:"2000-04-29 09:38:34"
2641:1060:5:"2000-11-07 04:28:54"
1019:16:4:"2000-11-23 20:53:55"
4250:3755:5:"2000-08-03 15:09:31"
1712:2109:4:"2001-01-25 03:24:18"
4371:1290:3:"2000-08-02 03:49:05"
2649:1299:4:"2000-11-07 22:52:26"
2408:3686:4:"2000-11-15 03:23:30"
4675:912:4:"2000-07-16 10:58:17"
5806:924:4:"2000-05-10 21:17:50"
3557:671:4:"2000-08-20 23:38:26"
1635:785:4:"2000-11-21 03:20:31"
2077:3177:2:"2001-01-20 08:46:44"
2529:253:4:"2000-11-12 20:29:31"
3821:2905:3:"2000-08-10 23:58:16"
5916:1927:4:"2000-05-04 18:51:25"
4511:589:5:"2000-07-30 19:55:49"
3916:337:5:"2000-08-08 20:09:09"
5349:2506:3:"2000-06-10 21:17:29"
979:733:4:"2001-04-20 18:31:28"
4686:923:4:"2000-07-15 02:38:09"
2304:112:4:"2000-11-17 23:48:41"
5625:3424:4:"2000-05-23 15:33:51"
6036:1357:2:"2000-04-26 04:51:26"
5779:2501:5:"2000-05-12 22:34:14"
2372:3285:3:"2000-11-19 01:15:01"
2915:2431:2:"2000-10-17 04:46:14"
4064:934:3:"2000-08-05 13:54:05"
2098:1677:4:"2000-11-19 18:15:01"
5349:589:3:"2000-06-10 21:06:26"
51:3527:2:"2000-12-27 21:00:32"
1814:1215:4:"2000-11-20 06:30:17"
3561:3591:4:"2000-08-20 21:06:29"
4921:1291:4:"2000-07-04 02:35:00"
5312:1375:4:"2000-06-28 03:46:33"
4466:1968:3:"2000-07-31 20:57:08"
1567:593:4:"2000-11-20 18:01:45"
1367:1921:3:"2000-11-21 02:43:02"
4023:3527:5:"2000-08-06 01:48:52"
5520:2906:2:"2001-02-08 03:19:00"
4287:3269:3:"2000-08-03 06:25:36"
1181:21:3:"2000-11-22 01:59:56"
678:2082:4:"2001-05-07 15:29:42"
5649:595:3:"2000-05-21 01:37:49"
5046:3468:4:"2000-07-02 05:27:21"
3833:2378:2:"2000-11-28 16:15:52"
131:714:2:"2000-12-21 22:15:21"
2124:1288:5:"2000-11-19 16:27:08"
2768:50:4:"2000-11-01 23:18:34"
469:1278:5:"2000-12-07 22:39:40"
2237:524:4:"2000-11-19 02:07:09"
352:111:4:"2000-12-09 01:57:07"
1492:348:4:"2000-11-20 20:59:00"
1769:1230:5:"2000-11-20 07:09:34"
3397:953:5:"2000-08-28 18:49:49"
4531:1296:1:"2000-07-28 01:24:24"
3736:172:3:"2000-08-13 20:00:06"
4115:3763:4:"2000-08-04 07:00:40"
1019:417:3:"2000-11-23 21:18:18"
3615:1019:3:"2000-08-18 14:52:31"
1451:3765:2:"2001-03-27 01:43:27"
4611:22:4:"2000-07-21 06:18:14"
5424:3259:4:"2000-09-27 03:00:27"
1120:2600:2:"2002-11-15 07:05:33"
5896:19:1:"2000-05-04 18:36:47"
2481:1968:4:"2000-11-17 20:53:14"
2624:1408:4:"2000-11-08 04:12:59"
1606:3005:3:"2000-11-20 16:58:07"
2106:1097:4:"2000-12-02 06:43:01"
1889:3824:1:"2000-12-09 23:25:45"
635:1247:5:"2000-12-02 15:56:00"
550:3600:1:"2000-12-07 06:44:25"
3203:2439:2:"2000-09-16 07:47:48"
1875:1923:4:"2000-12-02 15:37:58"
1329:110:4:"2000-12-15 17:57:03"
1255:1711:2:"2000-11-21 17:28:36"
5636:2717:2:"2000-05-23 05:35:11"
2092:3812:5:"2000-11-21 02:26:50"
2143:3624:4:"2000-11-19 11:23:02"
2914:919:5:"2000-10-17 07:51:21"
4425:2396:4:"2000-08-01 07:21:29"
2857:2076:2:"2000-10-25 23:55:12"
3462:1513:1:"2000-09-11 23:48:49"
3367:363:4:"2000-09-27 20:43:13"
5367:3826:3:"2000-08-05 21:05:00"
1465:2789:3:"2000-11-21 01:23:34"
5956:919:4:"2000-05-31 04:05:14"
3476:2637:1:"2000-09-14 18:28:23"
4663:1190:2:"2000-07-17 23:11:16"
1177:2997:4:"2000-11-22 02:46:02"
737:3462:4:"2002-11-16 06:07:11"
2251:2145:3:"2000-11-19 03:37:20"
2181:921:5:"2000-11-19 22:12:26"
3737:2599:4:"2000-08-13 19:35:51"
4480:2706:3:"2000-07-31 08:56:34"
5426:1586:3:"2000-06-04 09:00:55"
4277:909:4:"2000-08-24 12:32:23"
2946:353:2:"2000-10-11 16:51:03"
2309:587:5:"2000-11-17 19:58:00"
509:1769:3:"2000-12-08 19:11:55"
1988:1885:4:"2000-11-20 02:19:44"
4605:249:2:"2000-07-21 20:49:01"
2244:1953:5:"2000-11-19 02:08:16"
2559:2763:4:"2000-11-12 01:28:54"
27:3364:5:"2000-12-29 23:33:43"
4572:2017:5:"2000-07-24 19:56:11"
4335:1597:3:"2000-08-02 19:40:07"
2496:2550:3:"2000-11-14 05:36:02"
3311:15:1:"2000-09-03 07:58:26"
5329:1293:4:"2001-10-26 07:12:23"
3519:62:3:"2000-08-29 20:37:08"
5485:900:5:"2000-06-01 06:08:29"
26:2724:3:"2000-12-30 02:36:13"
990:555:3:"2000-11-24 18:35:17"
3940:2250:3:"2000-08-08 18:46:41"
2263:543:3:"2000-11-18 22:11:01"
1625:3886:3:"2000-11-20 13:31:22"
245:163:3:"2000-12-13 21:00:59"
296:2634:4:"2000-12-11 09:00:17"
1312:405:1:"2000-11-21 06:08:03"
3638:2763:3:"2000-08-18 08:21:11"
3464:1677:3:"2000-08-26 01:53:43"
5172:3751:3:"2000-12-17 20:10:32"
2091:2096:5:"2000-11-19 18:42:38"
1836:1294:5:"2000-11-21 17:56:21"
2223:2529:3:"2000-11-19 03:16:32"
3678:2641:4:"2000-08-23 20:00:43"
1088:1923:3:"2002-04-10 00:21:29"
5403:2710:4:"2000-06-06 04:35:56"
2205:907:3:"2000-11-19 04:36:53"
5463:848:4:"2000-06-02 01:15:09"
1837:2517:2:"2000-11-21 22:00:20"
1755:1208:4:"2002-08-22 21:00:58"
2810:616:3:"2001-08-08 07:20:02"
5811:1461:4:"2000-05-10 10:11:43"
5782:1210:3:"2000-05-12 19:16:45"
5494:898:4:"2000-06-16 01:38:51"
195:2422:1:"2001-05-26 18:51:11"
4788:1042:3:"2000-07-07 21:43:03"
678:1885:4:"2001-05-07 14:25:07"
2886:1518:4:"2000-10-21 19:06:32"
2909:2428:4:"2000-10-19 18:27:35"
5107:2313:4:"2000-06-30 06:09:55"
1128:151:2:"2000-11-22 15:54:00"
3263:1944:4:"2000-09-06 07:01:28"
1312:674:3:"2000-11-21 05:53:22"
1117:916:4:"2000-12-12 04:58:10"
1339:2028:3:"2000-11-22 06:15:51"
5046:2858:4:"2000-07-02 02:45:21"
3471:2302:3:"2000-09-04 04:04:23"
2782:2858:5:"2000-10-31 20:00:36"
4153:1707:3:"2000-08-04 01:36:09"
5108:1968:2:"2000-06-30 04:49:49"
1594:21:3:"2000-11-26 05:22:24"
1903:2023:4:"2000-11-20 04:44:43"
1448:2803:3:"2000-12-07 20:45:46"
4268:1580:4:"2000-08-03 14:07:31"
2463:2533:2:"2000-11-14 03:37:06"
2085:2542:5:"2000-11-19 18:26:02"
3363:3751:4:"2001-02-09 13:32:47"
4277:36:5:"2000-08-03 10:17:53"
1973:3897:5:"2000-11-20 02:46:17"
329:1035:3:"2000-12-10 19:43:43"
4139:1694:5:"2000-08-04 02:26:03"
1686:920:4:"2000-11-20 09:09:35"
5461:3114:4:"2000-06-02 01:46:30"
6026:329:2:"2000-04-26 07:15:41"
5349:1584:5:"2000-06-10 21:14:23"
4337:610:5:"2000-08-04 02:25:16"
204:1089:4:"2001-03-06 06:10:24"
5861:3361:4:"2000-06-12 08:52:03"
5460:58:5:"2000-06-02 02:52:20"
5854:485:2:"2000-05-14 05:14:00"
3616:1200:4:"2000-08-18 14:18:09"
1575:858:5:"2000-11-20 17:28:33"
1491:3897:3:"2001-05-27 21:40:05"
4094:3556:3:"2001-01-21 21:36:32"
2304:2794:3:"2000-11-18 00:09:41"
33:3044:3:"2000-12-29 18:11:55"
1647:1544:3:"2000-11-21 12:25:25"
4819:419:4:"2000-07-07 01:41:51"
2180:3600:1:"2000-11-19 06:13:20"
1207:66:1:"2000-11-21 23:09:48"
1791:923:4:"2000-11-20 07:35:53"
1413:3795:5:"2000-12-05 22:41:56"
4932:265:4:"2000-07-03 21:04:45"
903:800:5:"2000-11-26 05:02:14"
3196:1328:3:"2000-10-07 19:10:17"
5664:2387:3:"2000-05-20 20:25:13"
2032:1371:5:"2000-11-19 23:15:26"
4725:2876:4:"2000-07-12 06:19:01"
2180:2657:3:"2000-11-19 05:35:09"
1100:546:1:"2000-11-22 21:21:06"
181:1208:5:"2000-12-17 22:50:42"
2420:1674:4:"2000-11-14 23:07:28"
4947:2871:5:"2000-07-03 21:00:40"
5550:2990:4:"2000-05-31 03:32:57"
118:541:4:"2000-12-22 17:33:49"
3462:1079:3:"2000-11-04 06:21:28"
1701:1224:5:"2001-12-30 08:22:22"
5795:1284:5:"2000-05-11 22:25:02"
3562:3448:3:"2000-08-20 18:08:57"
1078:2998:5:"2000-11-23 01:19:37"
5675:1208:5:"2000-05-19 15:16:17"
981:924:2:"2000-12-07 17:24:20"
4112:2651:4:"2000-08-04 07:00:31"
4508:1606:1:"2000-07-30 20:43:12"
5404:1259:5:"2000-06-06 03:33:29"
2546:969:4:"2000-11-12 15:58:08"
1109:3489:1:"2000-11-29 03:19:01"
2764:923:4:"2000-11-02 04:36:43"
4732:1080:4:"2000-07-12 15:15:04"
4001:785:5:"2000-08-06 16:38:04"
5497:1201:5:"2000-05-31 22:50:08"
601:1215:3:"2000-12-03 22:39:13"
117:2121:1:"2000-12-22 18:03:18"
1120:674:2:"2002-11-15 07:30:47"
4085:1498:4:"2000-08-06 07:50:49"
4631:608:5:"2000-07-19 23:01:41"
1228:3538:3:"2000-11-28 08:00:41"
352:2100:3:"2000-12-09 02:55:40"
2750:3264:4:"2000-11-02 22:28:59"
2395:1259:3:"2000-11-15 13:53:29"
2856:986:5:"2000-10-25 22:24:04"
4506:3081:4:"2000-07-30 20:13:58"
1181:673:2:"2000-11-23 13:40:14"
5924:1129:4:"2000-05-02 18:24:57"
2929:407:3:"2000-10-15 07:44:59"
2409:1962:4:"2000-11-15 02:29:28"
4447:1077:4:"2000-08-01 02:02:18"
5441:2571:5:"2000-06-03 01:53:31"
5708:1676:3:"2000-05-17 02:30:29"
5722:2762:2:"2000-05-16 22:34:58"
524:3396:5:"2000-12-07 06:05:51"
2054:1196:5:"2000-11-19 20:44:40"
1643:540:2:"2002-01-24 04:27:38"
2496:590:3:"2000-11-13 06:31:29"
3557:1092:3:"2000-08-20 23:50:46"
3433:2761:3:"2000-08-28 00:14:27"
2056:2122:4:"2000-11-21 16:10:00"
3672:2087:4:"2000-08-15 23:54:27"
102:10:2:"2002-12-07 16:39:34"
3771:1608:4:"2000-08-13 17:57:58"
3080:3535:1:"2001-12-19 21:53:27"
3203:1244:5:"2000-09-10 09:24:32"
4405:1284:5:"2000-08-01 20:58:33"
4728:454:3:"2002-09-16 02:08:13"
243:2791:2:"2000-12-14 00:15:37"
6023:653:3:"2000-04-26 14:25:20"
